run,model,date,V_m,c0,c1,beta
ctx,arbnet_density,2019-03-07,0.01617532968521118,0.007835710421204567,0.08951887488365173,
ctx,arbnet_density,2019-03-08,0.016984596848487854,0.012711908668279648,0.0334828644990921,
ctx,arbnet_density,2019-03-11,0.018064584583044052,0.013355963863432407,0.03494967520236969,
ctx,arbnet_density,2019-03-12,0.018756480887532234,0.012033173814415932,0.07874687016010284,
ctx,arbnet_density,2019-03-13,0.025285258889198303,0.008848547004163265,0.0859583243727684,
ctx,arbnet_density,2019-03-14,0.01760856807231903,0.007473309990018606,0.09445293992757797,
ctx,arbnet_density,2019-03-15,0.018411900848150253,0.015343662351369858,0.026517633348703384,
ctx,arbnet_density,2019-03-18,0.009458190761506557,0.015792272984981537,0.020959321409463882,
ctx,arbnet_density,2019-03-19,0.0214654803276062,0.014403806068003178,0.01872205175459385,
ctx,arbnet_density,2019-03-20,0.00737678213045001,0.005319960415363312,0.10931992530822754,
ctx,arbnet_density,2019-03-22,0.006452599074691534,0.013785491697490215,0.024194935336709023,
ctx,arbnet_density,2019-03-25,0.005320841912180185,0.009589451365172863,0.10250774025917053,
ctx,arbnet_density,2019-03-26,0.006660934071987867,0.008296477608382702,0.10502169281244278,
ctx,arbnet_density,2019-03-27,0.006856883410364389,0.0063657090067863464,0.1272488832473755,
ctx,arbnet_density,2019-03-28,0.012218665331602097,0.021205592900514603,0.009558366611599922,
ctx,arbnet_density,2019-03-29,0.2236800342798233,0.014526911079883575,0.04876430705189705,
ctx,arbnet_density,2019-04-01,0.07228604704141617,0.013885590247809887,0.04790622740983963,
ctx,arbnet_density,2019-04-02,0.04250289872288704,0.015333986841142178,0.017299316823482513,
ctx,arbnet_density,2019-04-03,0.04656808078289032,0.018943769857287407,0.014598695561289787,
ctx,arbnet_density,2019-04-04,0.04211483523249626,0.011022265069186687,0.05925776809453964,
ctx,arbnet_density,2019-04-05,0.03369419649243355,0.012372903525829315,0.047668345272541046,
ctx,arbnet_density,2019-04-08,0.021565858274698257,0.00907538365572691,0.06766892969608307,
ctx,arbnet_density,2019-04-09,0.02348073571920395,0.009830811992287636,0.06450209766626358,
ctx,arbnet_density,2019-04-10,0.044487982988357544,0.018480073660612106,0.0004204004362691194,
ctx,arbnet_density,2019-04-11,0.030168402940034866,0.02083592675626278,0.0006166379316709936,
ctx,arbnet_density,2019-04-12,0.02899402193725109,0.012813705019652843,0.01337593887001276,
ctx,arbnet_density,2019-04-15,0.01802036724984646,0.007486500311642885,0.06466386467218399,
ctx,arbnet_density,2019-04-16,0.022315481677651405,0.012408317066729069,0.020897192880511284,
ctx,arbnet_density,2019-04-18,0.034051839262247086,0.012347809039056301,0.027722012251615524,
ctx,arbnet_density,2019-04-22,0.02345961146056652,0.01982729695737362,1.1656251444946975e-05,
ctx,arbnet_density,2019-04-23,0.02428567223250866,0.01584452949464321,0.0071772136725485325,
ctx,arbnet_density,2019-04-24,0.03229275718331337,0.009036029689013958,0.10462256520986557,
ctx,arbnet_density,2019-04-25,0.02366773970425129,0.013883033767342567,0.07502216845750809,
ctx,arbnet_density,2019-04-26,0.018046187236905098,0.020439472049474716,0.014622778631746769,
ctx,arbnet_density,2019-04-30,0.010948451235890388,0.01686795800924301,0.005582260433584452,
ctx,arbnet_density,2019-05-02,0.022206181660294533,0.0201986376196146,7.246700988616794e-05,
ctx,arbnet_density,2019-05-03,0.007322409190237522,0.020152075216174126,5.19069590154686e-06,
ctx,arbnet_density,2019-05-06,0.006331713404506445,0.024397198110818863,5.638009952235734e-06,
ctx,arbnet_density,2019-05-07,0.009369265288114548,0.01978580467402935,2.8255344659555703e-06,
ctx,arbnet_density,2019-05-08,0.008725724183022976,0.025273412466049194,3.702476533362642e-05,
ctx,arbnet_density,2019-05-09,0.002554606180638075,0.02340400405228138,4.180607356829569e-05,
ctx,arbnet_density,2019-05-10,0.01837620884180069,0.022798782214522362,0.00023762363707646728,
ctx,arbnet_density,2019-05-13,0.01445897575467825,0.021030211821198463,1.4564959201379679e-05,
ctx,arbnet_density,2019-05-14,0.011307429522275925,0.022461263462901115,1.2562654774228577e-05,
ctx,arbnet_density,2019-05-15,0.01342637836933136,0.02384389191865921,5.332593445928069e-06,
ctx,arbnet_density,2019-05-16,0.007215001154690981,0.021536393091082573,1.3410686733550392e-05,
ctx,arbnet_density,2019-05-17,0.0017926631262525916,0.022497525438666344,0.00010883722279686481,
ctx,arbnet_density,2019-05-20,0.0031023358460515738,0.04046003520488739,0.037664227187633514,
ctx,arbnet_density,2019-05-21,0.01933213137090206,0.04296569526195526,0.00013693797518499196,
ctx,arbnet_density,2019-05-22,0.0018295474583283067,0.03130347281694412,0.049907125532627106,
ctx,arbnet_density,2019-05-23,0.008948386646807194,0.03818042576313019,0.01776186004281044,
ctx,arbnet_density,2019-05-24,0.014567556791007519,0.03139997646212578,0.09033910185098648,
ctx,arbnet_density,2019-05-27,0.012089859694242477,0.023508045822381973,0.10858682543039322,
ctx,arbnet_density,2019-05-28,0.013004401698708534,0.027663620188832283,0.0828237310051918,
ctx,arbnet_density,2019-05-29,0.011105024255812168,0.018169837072491646,0.1659855842590332,
ctx,arbnet_density,2019-05-30,0.009694427251815796,0.02085237205028534,0.1709425449371338,
ctx,arbnet_density,2019-05-31,0.013164708390831947,0.024277692660689354,0.08386163413524628,
ctx,arbnet_density,2019-06-03,0.012326646596193314,0.03204694762825966,0.04501158744096756,
ctx,arbnet_density,2019-06-04,0.008301197551190853,0.023348527029156685,0.07735663652420044,
ctx,arbnet_density,2019-06-06,0.006697130389511585,0.03048466518521309,0.06527413427829742,
ctx,arbnet_density,2019-06-07,0.004497682210057974,0.03367023915052414,0.005897759925574064,
ctx,arbnet_density,2019-06-10,0.0038162574637681246,0.03299916163086891,0.00956281740218401,
ctx,arbnet_density,2019-06-11,0.004560666158795357,0.02370154857635498,0.04516933485865593,
ctx,arbnet_density,2019-06-12,0.003925279714167118,0.030884800478816032,0.001442412263713777,
ctx,arbnet_density,2019-06-13,0.005126896779984236,0.018738284707069397,0.0837763100862503,
ctx,arbnet_density,2019-06-14,0.0040589552372694016,0.023332558572292328,0.01199748832732439,
ctx,arbnet_density,2019-06-17,0.0027505208272486925,0.024997126311063766,0.06122332066297531,
ctx,arbnet_density,2019-06-18,0.00349076883867383,0.026035306975245476,0.00017936424410436302,
ctx,arbnet_density,2019-06-19,0.0023392881266772747,0.015843646600842476,0.08723613619804382,
ctx,arbnet_density,2019-06-20,0.007113451603800058,0.023934701457619667,0.010233143344521523,
ctx,arbnet_density,2019-06-21,0.0018204376101493835,0.022991223260760307,0.022749485448002815,
ctx,arbnet_density,2019-06-24,0.0021094216499477625,0.026121430099010468,0.0004992432077415287,
ctx,arbnet_density,2019-06-25,0.0020398024935275316,0.018387028947472572,0.07783941924571991,
ctx,arbnet_density,2019-06-26,0.0023703889455646276,0.02274988777935505,0.0001383888302370906,
ctx,arbnet_density,2019-06-27,0.0024024101439863443,0.023241132497787476,0.0004546679265331477,
ctx,arbnet_density,2019-06-28,0.02561030164361,0.019772158935666084,0.028982190415263176,
ctx,arbnet_density,2019-07-01,0.021624641492962837,0.020699262619018555,0.021178515627980232,
ctx,arbnet_density,2019-07-02,0.026528671383857727,0.016514291986823082,0.034292951226234436,
ctx,arbnet_density,2019-07-03,0.02431119792163372,0.019961724057793617,0.01394113153219223,
ctx,arbnet_density,2019-07-04,0.025673534721136093,0.015373139642179012,0.028032654896378517,
ctx,arbnet_density,2019-07-05,0.025652524083852768,0.01451651006937027,0.04743713513016701,
ctx,arbnet_density,2019-07-08,0.029333865270018578,0.017512012273073196,0.05145569518208504,
ctx,arbnet_density,2019-07-09,0.01724661886692047,0.0219163466244936,4.2813415348064154e-05,
ctx,arbnet_density,2019-07-10,0.03007417917251587,0.024759195744991302,0.00029551333864219487,
ctx,arbnet_density,2019-07-11,0.034401267766952515,0.012520316056907177,0.07496140897274017,
ctx,arbnet_density,2019-07-12,0.0605778768658638,0.01373433880507946,0.07589327543973923,
ctx,arbnet_density,2019-07-15,0.01689971424639225,0.011953666806221008,0.06781229376792908,
ctx,arbnet_density,2019-07-16,0.049182724207639694,0.023329926654696465,2.8567208573804237e-05,
ctx,arbnet_density,2019-07-17,0.03221648186445236,0.0110911400988698,0.07110989093780518,
ctx,arbnet_density,2019-07-18,0.03166167810559273,0.017748845741152763,0.012195391580462456,
ctx,arbnet_density,2019-07-19,0.041757434606552124,0.01789240352809429,0.026717640459537506,
ctx,arbnet_density,2019-07-22,0.0535736121237278,0.013843158259987831,0.07579374313354492,
ctx,arbnet_density,2019-07-23,0.03247741609811783,0.017852822318673134,0.01608497090637684,
ctx,arbnet_density,2019-07-24,0.060598574578762054,0.01066140178591013,0.09052346646785736,
ctx,arbnet_density,2019-07-25,0.03668408840894699,0.01911424845457077,0.019846295937895775,
ctx,arbnet_density,2019-07-26,0.04005446657538414,0.013834704644978046,0.02865271456539631,
ctx,arbnet_density,2019-07-29,0.041323065757751465,0.011979225091636181,0.07246004790067673,
ctx,arbnet_density,2019-07-30,0.02498825080692768,0.018566150218248367,0.016093647107481956,
ctx,arbnet_density,2019-07-31,0.039798371493816376,0.010194007307291031,0.08751125633716583,
ctx,arbnet_density,2019-08-01,0.01834549568593502,0.015594539232552052,0.06568504124879837,
ctx,arbnet_density,2019-08-02,0.025537721812725067,0.017432361841201782,0.02217472717165947,
ctx,arbnet_density,2019-08-05,0.022710489109158516,0.025525059551000595,0.0040056235156953335,
ctx,arbnet_density,2019-08-06,0.03564080595970154,0.019137034192681313,0.032357726246118546,
ctx,arbnet_density,2019-08-07,0.02162018045783043,0.021411601454019547,0.013334143906831741,
ctx,arbnet_density,2019-08-08,0.014180181547999382,0.020928045734763145,0.05292082577943802,
ctx,arbnet_density,2019-08-09,0.02716507762670517,0.018767010420560837,0.05773357301950455,
ctx,arbnet_density,2019-08-13,0.01221564318984747,0.0271897055208683,0.05260911211371422,
ctx,arbnet_density,2019-08-14,0.015164884738624096,0.030336709693074226,0.005966296419501305,
ctx,arbnet_density,2019-08-16,0.016338588669896126,0.024814441800117493,0.02910468354821205,
ctx,arbnet_density,2019-08-19,0.01655411534011364,0.022323057055473328,0.040107183158397675,
ctx,arbnet_density,2019-08-20,0.015737412497401237,0.022606804966926575,0.0393030047416687,
ctx,arbnet_density,2019-08-21,0.009577253833413124,0.023198092356324196,0.04393957927823067,
ctx,arbnet_density,2019-08-22,0.007602187804877758,0.028643060475587845,0.00043091841507703066,
ctx,arbnet_density,2019-08-23,0.010842189192771912,0.02816300094127655,0.005197559949010611,
ctx,arbnet_density,2019-08-26,0.017477963119745255,0.029142040759325027,0.02996528148651123,
ctx,arbnet_density,2019-08-27,0.00838455930352211,0.022048216313123703,0.1175457164645195,
ctx,arbnet_density,2019-08-28,0.011658972129225731,0.024380497634410858,0.07946337014436722,
ctx,arbnet_density,2019-08-29,0.006012654397636652,0.03068474866449833,0.006804539822041988,
ctx,arbnet_density,2019-08-30,0.010488906875252724,0.026134854182600975,0.03471897169947624,
ctx,arbnet_density,2019-09-03,0.010765397921204567,0.034217290580272675,0.033227477222681046,
ctx,arbnet_density,2019-09-04,0.013223224319517612,0.030787961557507515,0.04712556675076485,
ctx,arbnet_density,2019-09-05,0.008937381207942963,0.03085353411734104,0.028534740209579468,
ctx,arbnet_density,2019-09-06,0.010163092985749245,0.0272442027926445,0.049693763256073,
ctx,arbnet_density,2019-09-09,0.009366159327328205,0.02766278013586998,0.06038688123226166,
ctx,arbnet_density,2019-09-11,0.010054517537355423,0.02878616750240326,0.017640549689531326,
ctx,arbnet_density,2019-09-12,0.008144190534949303,0.023209882900118828,0.03020063228905201,
ctx,arbnet_density,2019-09-13,0.00912319216877222,0.021160786971449852,0.06328298896551132,
ctx,arbnet_density,2019-09-16,0.008058101870119572,0.02515421248972416,0.013607943430542946,
ctx,arbnet_density,2019-09-17,0.008153635077178478,0.02915138378739357,0.010753314942121506,
ctx,arbnet_density,2019-09-18,0.003888386767357588,0.03280916064977646,0.0002466420119162649,
ctx,arbnet_density,2019-09-19,0.004274882376194,0.019989753141999245,0.09781788289546967,
ctx,arbnet_density,2019-09-20,0.02905922569334507,0.07385697960853577,0.03257828578352928,
ctx,arbnet_density,2019-09-23,0.01586020737886429,0.09895547479391098,0.0002511163183953613,
ctx,arbnet_density,2019-09-24,0.009407315403223038,0.08363374322652817,0.055762991309165955,
ctx,arbnet_density,2019-09-25,0.016213683411478996,0.07369373738765717,0.0007742891903035343,
ctx,arbnet_density,2019-09-26,0.014176644384860992,0.03124551847577095,0.39423319697380066,
ctx,arbnet_density,2019-09-27,0.025567274540662766,0.05830942094326019,0.06872586160898209,
ctx,arbnet_density,2019-09-30,0.025733880698680878,0.05799705162644386,0.01864110678434372,
ctx,arbnet_density,2019-10-01,0.022666608914732933,0.06019094958901405,0.1128644123673439,
ctx,arbnet_density,2019-10-03,0.019803505390882492,0.0566948726773262,0.01928570866584778,
ctx,arbnet_density,2019-10-04,0.021688293665647507,0.05310691148042679,0.1139824390411377,
ctx,arbnet_density,2019-10-07,0.016381537541747093,0.06279213726520538,0.0001417705207131803,
ctx,arbnet_density,2019-10-09,0.018432078883051872,0.048617925494909286,0.13723711669445038,
ctx,arbnet_density,2019-10-10,0.016485335305333138,0.0482831709086895,0.033016007393598557,
ctx,arbnet_density,2019-10-11,0.02331150695681572,0.0397924967110157,0.18032875657081604,
ctx,arbnet_density,2019-10-14,0.021328143775463104,0.057058192789554596,0.000723672506865114,
ctx,arbnet_density,2019-10-15,0.012794815003871918,0.05663110688328743,0.0005503087304532528,
ctx,arbnet_density,2019-10-16,0.02853471413254738,0.03293929621577263,0.16597668826580048,
ctx,arbnet_density,2019-10-17,0.031277161091566086,0.047494642436504364,4.2675354052335024e-05,
ctx,arbnet_density,2019-10-18,0.02095825970172882,0.03324802592396736,0.12793877720832825,
ctx,arbnet_density,2019-10-22,0.012746003456413746,0.04874970391392708,0.005959031172096729,
ctx,arbnet_density,2019-10-23,0.01876981556415558,0.04038575664162636,0.03058583475649357,
ctx,arbnet_density,2019-10-24,0.015408525243401527,0.04027329012751579,0.0036917482502758503,
ctx,arbnet_density,2019-10-25,0.018474264070391655,0.022777291014790535,0.12320665270090103,
ctx,arbnet_density,2019-10-29,0.01447242684662342,0.03027902916073799,0.08903919905424118,
ctx,arbnet_density,2019-10-30,0.018393248319625854,0.03036182001233101,0.07230877131223679,
ctx,arbnet_density,2019-10-31,0.02334226295351982,0.020332222804427147,0.1348109245300293,
ctx,arbnet_density,2019-11-01,0.015589011833071709,0.021807538345456123,0.06719095259904861,
ctx,arbnet_density,2019-11-04,0.008433620445430279,0.02915298566222191,0.04632246121764183,
ctx,arbnet_density,2019-11-05,0.015685688704252243,0.02400277368724346,0.0633743405342102,
ctx,arbnet_density,2019-11-06,0.017892906442284584,0.023464467376470566,0.04504288733005524,
ctx,arbnet_density,2019-11-07,0.016475340351462364,0.02098124846816063,0.0455884151160717,
ctx,arbnet_density,2019-11-08,0.01570151001214981,0.023361878469586372,0.04138780012726784,
ctx,arbnet_density,2019-11-11,0.011756395921111107,0.022734113037586212,0.029196325689554214,
ctx,arbnet_density,2019-11-13,0.0128150200471282,0.02330891788005829,0.025759538635611534,
ctx,arbnet_density,2019-11-14,0.013850992545485497,0.01624511182308197,0.04909178242087364,
ctx,arbnet_density,2019-11-15,0.015879234299063683,0.01885285973548889,0.038599949330091476,
ctx,arbnet_density,2019-11-18,0.009492015466094017,0.018256202340126038,0.028885968029499054,
ctx,arbnet_density,2019-11-19,0.00885880459100008,0.016245126724243164,0.0357346311211586,
ctx,arbnet_density,2019-11-20,0.008049831725656986,0.017422329634428024,0.02855057828128338,
ctx,arbnet_density,2019-11-21,0.006417459342628717,0.014780727215111256,0.03170140087604523,
ctx,arbnet_density,2019-11-22,0.007637633476406336,0.012426045723259449,0.04927626997232437,
ctx,arbnet_density,2019-11-25,0.004511144943535328,0.019775982946157455,0.012548998929560184,
ctx,arbnet_density,2019-11-26,0.002941445680335164,0.01874280907213688,0.011501982808113098,
ctx,arbnet_density,2019-11-27,0.008407904766499996,0.014893080107867718,0.049519483000040054,
ctx,arbnet_density,2019-11-28,0.006546479184180498,0.012385857291519642,0.03178376704454422,
ctx,arbnet_density,2019-11-29,0.013775058090686798,0.013592870905995369,0.031080767512321472,
ctx,arbnet_density,2019-12-02,0.00778568722307682,0.016646238043904305,0.01685474067926407,
ctx,arbnet_density,2019-12-03,0.006561572663486004,0.014546248130500317,0.02211223728954792,
ctx,arbnet_density,2019-12-04,0.008475535549223423,0.013875376433134079,0.024957403540611267,
ctx,arbnet_density,2019-12-05,0.0048671322874724865,0.01176783349364996,0.02694215252995491,
ctx,arbnet_density,2019-12-06,0.006751560606062412,0.01276855543255806,0.028319377452135086,
ctx,arbnet_density,2019-12-09,0.0035389128606766462,0.01335555873811245,0.02148185297846794,
ctx,arbnet_density,2019-12-10,0.0037526150699704885,0.014102001674473286,0.018801597878336906,
ctx,arbnet_density,2019-12-11,0.003992564044892788,0.012899666093289852,0.022845854982733727,
ctx,arbnet_density,2019-12-12,0.0026534495409578085,0.012173580005764961,0.01837834157049656,
ctx,arbnet_density,2019-12-13,0.002141123404726386,0.013017026707530022,0.023842966184020042,
ctx,arbnet_density,2019-12-16,0.002688054461032152,0.012499823234975338,0.02003377303481102,
ctx,arbnet_density,2019-12-17,0.0060364557430148125,0.01574058085680008,0.021913135424256325,
ctx,arbnet_density,2019-12-18,0.0034815543331205845,0.010076556354761124,0.03757922351360321,
ctx,arbnet_density,2019-12-19,0.006010310258716345,0.011006005108356476,0.032111648470163345,
ctx,arbnet_density,2019-12-20,0.002526517491787672,0.008344165980815887,0.037499308586120605,
ctx,arbnet_density,2019-12-23,0.0045583490282297134,0.010032935068011284,0.03891895338892937,
ctx,arbnet_density,2019-12-24,0.0033235589507967234,0.007545333821326494,0.04541349411010742,
ctx,arbnet_density,2019-12-26,0.009685199707746506,0.007168414071202278,0.054038915783166885,
ctx,arbnet_density,2019-12-27,0.02817855030298233,0.010554422624409199,0.03212334215641022,
ctx,arbnet_density,2019-12-30,0.05168672278523445,0.010312872938811779,0.022221064195036888,
ctx,arbnet_density,2019-12-31,0.026785345748066902,0.01138907391577959,0.022562792524695396,
ctx,arbnet_density,2020-01-01,0.02677232213318348,0.009295509196817875,0.030817585065960884,
ctx,arbnet_density,2020-01-02,0.0393836572766304,0.010066555812954903,0.027069248259067535,
ctx,arbnet_density,2020-01-03,0.04647938907146454,0.00838468223810196,0.03796523064374924,
ctx,arbnet_density,2020-01-06,0.028805650770664215,0.01811496913433075,0.014384862035512924,
ctx,arbnet_density,2020-01-07,0.030018551275134087,0.01624418795108795,0.031808242201805115,
ctx,arbnet_density,2020-01-08,0.02911658026278019,0.017173869535326958,0.016054945066571236,
ctx,arbnet_density,2020-01-09,0.02277444861829281,0.018479468300938606,0.01805858686566353,
ctx,arbnet_density,2020-01-10,0.030049826949834824,0.01361075323075056,0.06307300180196762,
ctx,arbnet_density,2020-01-13,0.028877414762973785,0.015680301934480667,0.03234867751598358,
ctx,arbnet_density,2020-01-14,0.03273322433233261,0.016315219923853874,0.022538339719176292,
ctx,arbnet_density,2020-01-15,0.02749323658645153,0.016031639650464058,0.024691902101039886,
ctx,arbnet_density,2020-01-16,0.028738712891936302,0.011985290795564651,0.04654337093234062,
ctx,arbnet_density,2020-01-17,0.027437852695584297,0.0135269146412611,0.03023720346391201,
ctx,arbnet_density,2020-01-20,0.0160597525537014,0.018389321863651276,0.013157159090042114,
ctx,arbnet_density,2020-01-21,0.021060097962617874,0.015971599146723747,0.016902809962630272,
ctx,arbnet_density,2020-01-22,0.013835224322974682,0.01891336590051651,0.0005088251200504601,
ctx,arbnet_density,2020-01-23,0.025553466752171516,0.016850978136062622,0.010090530849993229,
ctx,arbnet_density,2020-01-24,0.017932552844285965,0.015464410185813904,0.012862792238593102,
ctx,arbnet_density,2020-01-27,0.015503094531595707,0.020336570218205452,0.0002714467409532517,
ctx,arbnet_density,2020-01-28,0.018582800403237343,0.01927981525659561,0.00016756050172261894,
ctx,arbnet_density,2020-01-29,0.015637177973985672,0.017988266423344612,0.00010192132322117686,
ctx,arbnet_density,2020-01-30,0.007961900904774666,0.017812175676226616,0.0007046044338494539,
ctx,arbnet_density,2020-01-31,0.02271718531847,0.017522303387522697,0.0016274243826046586,
ctx,arbnet_density,2020-02-03,0.015601118095219135,0.02127886936068535,0.04896572232246399,
ctx,arbnet_density,2020-02-04,0.013574513606727123,0.02100207842886448,0.033966802060604095,
ctx,arbnet_density,2020-02-05,0.011521642096340656,0.013968289829790592,0.06113886460661888,
ctx,arbnet_density,2020-02-06,0.010318970307707787,0.017967205494642258,0.031649988144636154,
ctx,arbnet_density,2020-02-07,0.013116192072629929,0.013676014728844166,0.047888584434986115,
ctx,arbnet_density,2020-02-10,0.01060578040778637,0.015198210254311562,0.04835567623376846,
ctx,arbnet_density,2020-02-11,0.013688178732991219,0.016831493005156517,0.011897354386746883,
ctx,arbnet_density,2020-02-12,0.01325430627912283,0.018281633034348488,0.03235059976577759,
ctx,arbnet_density,2020-02-13,0.012883195653557777,0.009924077428877354,0.06669260561466217,
ctx,arbnet_density,2020-02-14,0.02597065456211567,0.01663445681333542,0.009986811317503452,
ctx,arbnet_density,2020-02-17,0.02578699216246605,0.016863293945789337,0.001135146478191018,
ctx,arbnet_density,2020-02-18,0.021960293874144554,0.013542825356125832,0.029768433421850204,
ctx,arbnet_density,2020-02-19,0.02459891512989998,0.013165757060050964,0.03813355416059494,
ctx,arbnet_density,2020-02-20,0.01790003292262554,0.014315903186798096,0.011931538581848145,
ctx,arbnet_density,2020-02-24,0.007275677751749754,0.02337600477039814,0.00022335995163302869,
ctx,arbnet_density,2020-02-25,0.014555469155311584,0.020091140642762184,0.020030155777931213,
ctx,arbnet_density,2020-02-26,0.0165970791131258,0.02335290051996708,0.013137677684426308,
ctx,arbnet_density,2020-02-27,0.025968138128519058,0.019580289721488953,0.021074814721941948,
ctx,arbnet_density,2020-02-28,0.010109798982739449,0.039974186569452286,0.02695637196302414,
ctx,arbnet_density,2020-03-02,0.003882767865434289,0.03786337375640869,0.014361324720084667,
ctx,arbnet_density,2020-03-03,0.0063479277305305,0.03990138694643974,0.0008201198652386665,
ctx,arbnet_density,2020-03-04,0.013645326718688011,0.039771195501089096,0.0043186708353459835,
ctx,arbnet_density,2020-03-05,0.010668397881090641,0.03530482202768326,0.0233566053211689,
ctx,arbnet_density,2020-03-06,0.015626046806573868,0.0399477481842041,0.02800980769097805,
ctx,arbnet_density,2020-03-09,0.009121259674429893,0.075051449239254,0.00013763680181000382,
ctx,arbnet_density,2020-03-11,0.01716432347893715,0.08314698189496994,9.990996477426961e-05,
ctx,arbnet_density,2020-03-12,0.04681818559765816,0.1497860550880432,0.10344353318214417,
ctx,arbnet_density,2020-03-13,0.004066070541739464,0.19649863243103027,0.000315990939270705,
ctx,arbnet_density,2020-03-16,0.007860122248530388,0.2617226839065552,0.014852842316031456,
ctx,arbnet_density,2020-03-17,0.009448772296309471,0.2469545155763626,0.00024830186157487333,
ctx,arbnet_density,2020-03-18,0.012013415805995464,0.3091588020324707,0.000718613329809159,
ctx,arbnet_density,2020-03-19,0.013779249973595142,0.27205029129981995,0.07280702143907547,
ctx,arbnet_density,2020-03-20,0.035381339490413666,0.32494062185287476,0.00638134079053998,
ctx,arbnet_density,2020-03-23,0.034193094819784164,0.5139907002449036,0.20040109753608704,
